Filename,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Average Sentence Length,Percentage of Complex Words,Fog Index,Average Number of Words Per Sentence,Complex Word Count,Word Count,Syllable Per Word,Personal Pronouns,Average Word Length
blackassign0064.txt,26,49,-0.30666666257777786,0.08854781571600022,11.602739726027398,0.9952774498229043,5.039206870340121,11.602739726027398,843,847,2.451003541912633,0,7.585596221959858
blackassign0065.txt,43,23,0.30303029843893486,0.08979591824517562,10.808823529411764,0.9931972789115646,4.720808323329332,10.808823529411764,730,735,2.1374149659863946,0,6.726530612244898
blackassign0066.txt,34,26,0.13333333111111115,0.08759124074804199,8.45679012345679,0.9824817518248176,3.775708750112643,8.45679012345679,673,685,2.14014598540146,0,6.706569343065693
blackassign0067.txt,24,7,0.5483870790842877,0.09597523190100547,5.295081967213115,1.0,2.518032786885246,5.295081967213115,323,323,2.325077399380805,0,6.894736842105263
blackassign0068.txt,41,8,0.6734693740108292,0.09514563088321237,7.803030303030303,0.996116504854369,3.519658723153869,7.803030303030303,513,515,2.170873786407767,0,6.924271844660194
blackassign0069.txt,30,6,0.6666666481481487,0.21052631455832566,10.6875,1.0,4.675,10.6875,171,171,2.2690058479532165,0,7.064327485380117
blackassign0070.txt,41,16,0.43859648353339503,0.07151819313485798,11.55072463768116,0.9485570890840652,4.99971269070609,11.55072463768116,756,797,2.346298619824341,0,7.143036386449184
blackassign0071.txt,23,71,-0.5106382924400181,0.24040920654626802,5.144736842105263,0.9974424552429667,2.4568717189392917,5.144736842105263,390,391,2.2199488491048593,0,6.966751918158568
blackassign0072.txt,64,22,0.48837208734451065,0.17408906847350392,6.253164556962025,0.9919028340080972,2.898026956388049,6.253164556962025,490,494,2.0,0,6.42914979757085
blackassign0073.txt,22,34,-0.21428571045918376,0.11045364869733008,11.522727272727273,0.9901380670611439,5.005146135915368,11.522727272727273,502,507,1.9368836291913214,0,6.289940828402367
blackassign0074.txt,23,23,0.0,0.08662900172009604,8.85,0.9868173258003766,3.934726930320151,8.85,524,531,2.457627118644068,0,7.333333333333333
blackassign0075.txt,22,75,-0.546391746944415,0.24009900930668562,5.611111111111111,0.995049504950495,2.642464246424643,5.611111111111111,402,404,2.235148514851485,0,7.0049504950495045
blackassign0076.txt,20,10,0.33333332222222256,0.09677419323621228,10.689655172413794,0.9870967741935484,4.670700778642937,10.689655172413794,306,310,2.129032258064516,0,6.619354838709677
blackassign0077.txt,8,6,0.14285713265306196,0.10447761116061484,12.181818181818182,0.9925373134328358,5.269742198100407,12.181818181818182,133,134,2.208955223880597,0,6.873134328358209
blackassign0078.txt,25,18,0.16279069388858852,0.1134564640805898,15.791666666666666,0.9947229551451188,6.714555848724714,15.791666666666666,377,379,2.3430079155672825,0,7.137203166226913
blackassign0079.txt,21,32,-0.2075471658953365,0.09185441925155213,10.303571428571429,0.9792027729636048,4.513109680614014,10.303571428571429,565,577,2.1889081455805894,0,6.890814558058925
blackassign0080.txt,36,11,0.5319148822996834,0.023039215674980774,10.515463917525773,0.9504901960784313,4.586381645441683,10.515463917525773,1939,2040,1.955392156862745,0,6.261764705882353
blackassign0081.txt,36,49,-0.1529411746712803,0.10678391946383929,9.707317073170731,0.9798994974874372,4.274886628263268,9.707317073170731,780,796,2.278894472361809,0,7.038944723618091
blackassign0082.txt,29,62,-0.3626373586523367,0.11389236531427739,13.542372881355933,0.9912390488110138,5.813444772066779,13.542372881355933,792,799,2.3917396745932415,0,7.240300375469337
blackassign0083.txt,3,1,0.49999987500003124,0.07017543736534321,8.142857142857142,0.9824561403508771,3.650125313283208,8.142857142857142,56,57,2.0350877192982457,0,6.473684210526316
blackassign0084.txt,28,4,0.7499999765625008,0.08625336903974833,9.763157894736842,0.9703504043126685,4.293403319619805,9.763157894736842,360,371,2.0808625336927222,0,6.708894878706199
blackassign0085.txt,37,33,0.05714285632653063,0.09957325732635383,5.907563025210084,0.9971550497866287,2.761887229998685,5.907563025210084,701,703,2.4011379800853483,0,7.322901849217638
blackassign0086.txt,53,15,0.5588235211937718,0.08618504425071603,8.766666666666667,0.9923954372623575,3.9036248415716104,8.766666666666667,783,789,2.1926489226869457,0,6.932826362484157
blackassign0087.txt,30,33,-0.04761904686318973,0.123772101917933,11.065217391304348,0.9901768172888016,4.82215768343726,11.065217391304348,504,509,2.1984282907662083,0,6.8919449901768175
blackassign0088.txt,16,44,-0.46666665888888903,0.06571741504302583,14.725806451612904,0.9693318729463308,6.278055329823694,14.725806451612904,885,913,2.307776560788609,0,7.055859802847754
blackassign0089.txt,16,42,-0.4482758543400715,0.12581344875094697,9.604166666666666,0.982646420824295,4.234725234996385,9.604166666666666,453,461,2.3058568329718003,0,7.086767895878525
blackassign0090.txt,36,47,-0.1325301188851793,0.16370808646211424,6.945205479452055,1.0,3.178082191780822,6.945205479452055,507,507,2.2544378698224854,0,7.003944773175542
blackassign0091.txt,23,27,-0.07999999840000004,0.10330578491052524,13.08108108108108,0.9979338842975206,5.631605986151441,13.08108108108108,483,484,2.3450413223140494,0,7.115702479338843
blackassign0092.txt,21,41,-0.32258063995837677,0.0915805020803833,12.089285714285714,0.9630723781388478,5.220943236969825,12.089285714285714,652,677,2.2540620384047267,0,6.9069423929098965
blackassign0093.txt,4,3,0.1428571224489825,0.0921052619459834,7.6,0.9736842105263158,3.4294736842105262,7.6,74,76,1.9473684210526316,0,6.328947368421052
blackassign0094.txt,32,48,-0.19999999750000003,0.1462522849245845,8.82258064516129,0.9963436928702011,3.9275697352125967,8.82258064516129,545,547,2.113345521023766,0,6.645338208409506
blackassign0095.txt,8,25,-0.5151514995408637,0.10216718234623164,9.5,0.9721362229102167,4.188854489164087,9.5,314,323,2.1393188854489162,0,6.684210526315789
blackassign0096.txt,28,57,-0.34117646657439454,0.14860139834160596,11.44,0.9947552447552448,4.973902097902098,11.44,569,572,2.3811188811188813,0,7.29020979020979
blackassign0097.txt,22,35,-0.2280701714373654,0.13701923043985761,11.243243243243244,0.9855769230769231,4.891528066528068,11.243243243243244,410,416,2.0961538461538463,0,6.701923076923077
blackassign0098.txt,0,0,0.0,0.0,16.8,1.0,7.120000000000001,16.8,84,84,2.107142857142857,0,6.666666666666667
blackassign0099.txt,13,3,0.6249999609375024,0.06324110646940274,9.37037037037037,0.9683794466403162,4.1354999268042745,9.37037037037037,245,253,2.0197628458498023,0,6.399209486166008
blackassign0100.txt,29,55,-0.3095238058390023,0.1883408067525991,14.866666666666667,0.9865470852017937,6.341285500747385,14.866666666666667,440,446,2.3497757847533634,0,7.304932735426009
